uid,jobid,skill_match,experience_gap,location_match,education_match,job_type_match,mode_match,label,snapshot_at
9336,335135,40.0,0.66,1,1,1,1,0.6795,2025-07-20 13:54:56
4293,930542,45.04,1.13,1,0,1,1,0.6212,2025-07-16 13:54:56
4879,928767,40.46,6.0,1,0,0,0,0.4409,2025-04-16 13:54:56
1431,478428,98.36,2.05,0,0,0,0,0.4786,2025-04-01 13:54:56
7045,590111,76.21,0.79,0,1,0,1,0.6434,2025-04-01 13:54:56
3127,741675,85.11,7.25,0,0,1,1,0.5203,2025-07-29 13:54:56
2078,424315,76.72,2.42,1,1,1,1,0.8817,2025-05-11 13:54:56
8843,651232,54.45,1.52,0,0,1,0,0.4646,2025-05-07 13:54:56
7709,963334,73.81,5.41,0,0,0,1,0.5254,2025-03-26 13:54:56
2209,231415,38.83,3.99,1,1,1,0,0.6268,2025-05-31 13:54:56
2216,571833,34.52,4.12,1,1,0,1,0.573,2025-04-23 13:54:56
9477,461250,31.88,3.42,0,1,0,1,0.5108,2025-07-19 13:54:56
3982,905078,63.65,4.73,1,1,0,0,0.6062,2025-07-18 13:54:56
8089,627291,67.85,2.67,1,1,1,0,0.8013,2025-08-06 13:54:56
3035,643270,13.34,1.55,1,1,1,1,0.5846,2025-07-12 13:54:56
5983,272656,37.33,0.74,1,1,0,1,0.6037,2025-07-10 13:54:56
6287,843789,90.97,5.44,0,1,0,1,0.7089,2025-06-24 13:54:56
6670,644104,19.29,4.65,1,1,1,1,0.6043,2025-06-09 13:54:56
2293,362779,67.74,1.74,0,1,1,1,0.6221,2025-07-01 13:54:56
5497,231251,64.56,2.75,1,0,1,1,0.6816,2025-03-13 13:54:56
5962,744275,77.95,2.0,1,1,1,0,0.8159,2025-04-06 13:54:56
2531,626987,42.87,4.7,0,1,0,1,0.3974,2025-03-09 13:54:56
3763,720557,50.71,2.0,1,1,0,1,0.5725,2025-03-25 13:54:56
3527,279517,81.97,1.22,0,1,1,1,0.8584,2025-03-05 13:54:56
6532,983457,64.0,8.67,1,1,1,0,0.5606,2025-03-29 13:54:56
1675,965323,37.12,5.03,1,0,1,1,0.5857,2025-08-13 13:54:56
2331,147671,26.48,2.85,0,1,0,1,0.3346,2025-03-09 13:54:56
5337,782760,33.97,2.25,1,0,1,1,0.6061,2025-06-28 13:54:56
7826,748134,10.65,1.35,1,0,1,1,0.5893,2025-03-10 13:54:56
1497,622231,41.89,0.85,1,0,1,1,0.6761,2025-03-13 13:54:56
9939,403743,94.53,2.91,1,0,1,1,0.8037,2025-03-09 13:54:56
5950,606405,12.76,4.85,0,0,0,0,0.1091,2025-06-19 13:54:56
7654,411883,43.03,4.26,1,0,1,0,0.5537,2025-04-26 13:54:56
2196,822064,35.95,0.41,0,1,1,1,0.5919,2025-08-05 13:54:56
3590,560960,15.57,0.05,0,1,0,1,0.3872,2025-05-06 13:54:56
8934,587003,95.07,5.61,1,0,0,1,0.6225,2025-06-29 13:54:56
6574,736130,93.81,4.61,0,1,1,1,0.858,2025-07-15 13:54:56
6122,853259,70.74,0.58,1,1,0,1,0.7905,2025-05-31 13:54:56
6659,518085,87.54,5.7,0,1,1,1,0.6733,2025-07-18 13:54:56
7071,639996,11.12,0.22,0,1,1,1,0.4749,2025-03-30 13:54:56
2740,434618,2.1,1.39,1,1,1,0,0.5709,2025-06-20 13:54:56
8643,228474,67.08,4.24,1,1,0,1,0.7066,2025-06-13 13:54:56
8367,359962,23.85,0.95,1,1,1,0,0.5752,2025-07-15 13:54:56
2587,153064,59.0,3.67,1,1,0,1,0.6916,2025-06-07 13:54:56
7294,745271,75.47,2.18,1,1,1,1,0.914,2025-05-05 13:54:56
5068,267458,24.61,6.93,1,1,0,1,0.4502,2025-05-29 13:54:56
6124,299056,84.67,2.98,0,0,1,1,0.687,2025-07-11 13:54:56
9164,639729,39.75,7.28,1,1,1,0,0.5685,2025-04-23 13:54:56
9172,423529,71.42,3.02,0,0,1,1,0.6417,2025-04-15 13:54:56
1380,194424,22.1,2.32,1,0,1,0,0.4069,2025-05-12 13:54:56
9282,579442,30.26,4.55,1,1,1,1,0.6782,2025-06-20 13:54:56
4525,711681,63.27,1.82,0,0,1,1,0.5555,2025-05-22 13:54:56
1798,152996,57.47,3.62,1,0,1,0,0.6802,2025-06-09 13:54:56
9109,726544,58.33,0.22,0,1,0,1,0.5593,2025-03-06 13:54:56
8711,399629,42.75,0.06,1,1,0,1,0.6363,2025-04-05 13:54:56
1134,988325,64.62,0.25,1,1,1,0,0.8203,2025-07-24 13:54:56
8061,240441,10.03,5.0,1,0,1,1,0.4086,2025-06-14 13:54:56
6993,900962,55.0,3.66,0,1,1,1,0.632,2025-05-09 13:54:56
6996,147441,52.52,0.54,1,0,1,1,0.6718,2025-05-10 13:54:56
1839,697984,47.59,2.77,0,1,0,1,0.4503,2025-03-30 13:54:56
4190,480134,37.02,5.49,1,0,1,1,0.5946,2025-04-01 13:54:56
5729,177104,71.51,1.75,1,0,1,1,0.6929,2025-05-14 13:54:56
9262,572231,44.8,6.8,1,0,0,1,0.4574,2025-04-02 13:54:56
5583,965402,68.61,4.2,1,1,1,1,0.8447,2025-03-14 13:54:56
2947,234914,37.21,0.63,1,1,0,1,0.7253,2025-07-27 13:54:56
7454,491327,51.78,4.94,1,1,1,1,0.725,2025-05-26 13:54:56
6991,891639,19.35,0.5,1,0,1,0,0.4712,2025-07-15 13:54:56
4262,731729,43.1,1.71,1,1,1,1,0.7566,2025-04-12 13:54:56
7577,624370,76.16,4.96,1,1,1,0,0.7457,2025-08-10 13:54:56
1743,140805,75.15,2.4,1,1,1,0,0.8042,2025-07-16 13:54:56
6457,943020,59.1,6.11,0,1,1,1,0.5647,2025-04-21 13:54:56
9509,579188,84.71,2.23,0,1,1,1,0.7214,2025-07-13 13:54:56
9447,246571,49.54,0.35,1,1,1,0,0.6959,2025-05-29 13:54:56
6219,270396,21.43,3.82,1,1,1,0,0.4875,2025-05-12 13:54:56
5903,722566,33.69,8.48,1,0,1,1,0.5569,2025-05-26 13:54:56
9312,968525,18.93,3.83,1,0,0,1,0.3617,2025-04-12 13:54:56
9722,613642,79.76,0.77,0,0,1,1,0.6408,2025-03-29 13:54:56
5912,597961,77.03,0.86,0,1,1,1,0.7032,2025-08-16 13:54:56
7036,447330,58.68,0.02,1,1,1,1,0.9266,2025-03-01 13:54:56
2796,536775,32.81,0.92,1,1,1,0,0.5967,2025-03-24 13:54:56
6041,935458,37.98,1.6,1,1,1,0,0.5886,2025-02-25 13:54:56
1437,725906,69.96,0.6,1,1,0,0,0.713,2025-04-21 13:54:56
5351,787437,18.35,0.34,0,1,0,1,0.3603,2025-03-25 13:54:56
4729,856443,64.88,1.4,1,0,1,0,0.6959,2025-08-07 13:54:56
8872,278795,81.4,5.99,1,0,1,1,0.681,2025-04-08 13:54:56
7230,254955,67.4,3.8,1,1,0,1,0.6578,2025-02-27 13:54:56
4969,133105,71.55,3.24,1,1,1,1,0.8209,2025-03-27 13:54:56
2801,300052,70.59,6.4,1,0,1,0,0.6524,2025-08-16 13:54:56
8226,428931,31.02,1.89,1,1,1,1,0.6527,2025-05-05 13:54:56
3482,533021,33.5,3.2,1,0,1,1,0.5324,2025-02-25 13:54:56
4341,530312,78.0,4.98,1,1,0,0,0.6683,2025-04-14 13:54:56
8727,989588,18.41,2.57,1,0,1,1,0.6191,2025-08-05 13:54:56
3263,643879,69.41,0.48,0,1,1,0,0.7177,2025-06-28 13:54:56
6326,794396,24.22,5.72,0,0,1,1,0.3185,2025-04-20 13:54:56
9610,495130,36.44,2.83,1,0,1,1,0.6187,2025-06-01 13:54:56
3838,581993,51.03,6.83,1,1,1,1,0.7797,2025-04-06 13:54:56
6609,672809,94.82,5.91,0,1,1,0,0.681,2025-05-22 13:54:56
5332,739712,29.75,7.32,0,1,1,0,0.4339,2025-04-19 13:54:56
4151,358495,22.81,1.26,1,0,1,0,0.4206,2025-06-10 13:54:56
5891,335791,46.87,3.7,1,0,1,1,0.615,2025-06-05 13:54:56
5736,839143,22.99,4.29,0,0,1,0,0.2995,2025-06-28 13:54:56
9012,432442,18.31,0.31,1,1,1,1,0.654,2025-04-20 13:54:56
6715,687714,40.56,2.03,1,0,0,0,0.3779,2025-06-11 13:54:56
5716,227795,44.71,5.1,1,1,1,0,0.6237,2025-03-27 13:54:56
9900,498139,91.44,1.72,0,0,0,0,0.4684,2025-05-11 13:54:56
6655,910617,93.65,2.05,1,1,0,1,0.7401,2025-07-14 13:54:56
5759,144110,17.69,1.2,1,0,1,1,0.5235,2025-06-08 13:54:56
2295,463189,52.18,2.37,1,1,1,1,0.7333,2025-04-29 13:54:56
5202,883642,40.55,2.8,0,0,0,1,0.3768,2025-04-20 13:54:56
4506,311884,52.28,3.43,1,1,1,1,0.7643,2025-04-05 13:54:56
5443,689319,49.11,1.34,1,1,1,0,0.616,2025-02-23 13:54:56
5451,243942,56.18,0.27,1,1,1,1,0.8135,2025-07-24 13:54:56
4921,354236,44.95,6.62,1,1,0,0,0.5153,2025-08-08 13:54:56
9701,336634,62.85,2.63,1,1,1,1,0.8332,2025-03-10 13:54:56
4815,155041,52.35,2.25,1,1,1,1,0.8139,2025-07-26 13:54:56
7772,446338,92.93,4.94,1,0,1,1,0.7307,2025-04-22 13:54:56
2648,814282,12.18,1.37,1,1,1,1,0.6009,2025-07-16 13:54:56
1085,677087,68.36,1.89,0,1,0,0,0.6916,2025-07-11 13:54:56
7667,784608,41.3,3.24,1,0,1,1,0.6368,2025-04-21 13:54:56
8823,782140,39.8,4.56,0,0,1,0,0.3457,2025-06-30 13:54:56
5707,436769,73.68,3.25,0,1,1,1,0.6061,2025-06-08 13:54:56
1970,906067,34.42,0.75,1,0,1,1,0.7454,2025-07-29 13:54:56
4805,661148,35.05,2.06,0,0,1,1,0.4162,2025-08-11 13:54:56
3869,538185,70.4,5.21,1,1,1,0,0.716,2025-07-06 13:54:56
1596,976823,35.24,8.4,1,1,1,1,0.571,2025-05-11 13:54:56
9117,295362,64.93,0.62,0,1,0,0,0.4984,2025-06-07 13:54:56
1614,109718,20.17,1.13,1,1,1,1,0.675,2025-06-05 13:54:56
2759,451318,47.96,3.17,1,0,1,0,0.4811,2025-06-09 13:54:56
8445,772465,89.58,4.41,1,0,1,1,0.7643,2025-04-03 13:54:56
9591,617905,62.16,11.33,1,1,1,1,0.6849,2025-07-17 13:54:56
9262,590756,48.92,2.39,1,1,1,0,0.611,2025-06-12 13:54:56
4160,948103,80.21,0.03,1,0,1,0,0.7058,2025-07-23 13:54:56
6418,270388,22.89,3.42,1,1,0,1,0.5116,2025-04-25 13:54:56
5216,853505,24.43,5.61,1,1,1,0,0.5736,2025-07-04 13:54:56
1231,872400,52.82,3.91,1,1,0,1,0.7317,2025-05-26 13:54:56
5834,695362,53.02,1.56,1,0,0,1,0.541,2025-03-01 13:54:56
4165,284020,38.0,6.35,1,0,1,1,0.5289,2025-03-17 13:54:56
7644,967162,69.23,0.61,0,1,0,0,0.5934,2025-05-03 13:54:56
9443,443857,14.93,3.13,1,1,1,0,0.6062,2025-07-29 13:54:56
7568,801766,79.53,2.44,1,0,1,0,0.7069,2025-07-27 13:54:56
4028,247443,9.47,3.11,0,1,0,1,0.2479,2025-04-20 13:54:56
6302,360097,35.64,2.04,1,1,1,1,0.7333,2025-08-19 13:54:56
5273,502207,60.72,1.05,1,1,0,1,0.6708,2025-06-21 13:54:56
8320,890372,46.19,4.78,1,0,0,0,0.4159,2025-06-13 13:54:56
6401,416614,15.96,0.96,1,0,0,1,0.4103,2025-03-24 13:54:56
1188,374259,45.15,6.32,0,1,1,1,0.5054,2025-03-06 13:54:56
6891,826421,35.79,1.44,0,1,1,1,0.5464,2025-06-21 13:54:56
2018,800225,67.28,0.62,1,1,1,0,0.8079,2025-07-21 13:54:56
8626,421710,15.42,1.0,1,1,1,1,0.6461,2025-07-11 13:54:56
7643,819401,11.98,2.8,1,0,1,0,0.4499,2025-04-14 13:54:56
6096,823822,21.45,1.11,0,1,1,1,0.4326,2025-07-21 13:54:56
5834,485398,27.24,3.85,1,1,0,1,0.5226,2025-03-16 13:54:56
4619,329773,86.71,3.65,1,0,1,0,0.6596,2025-07-17 13:54:56
8835,260627,35.49,1.57,0,1,1,0,0.5801,2025-04-26 13:54:56
7122,536046,70.44,0.44,1,1,0,1,0.6598,2025-02-22 13:54:56
9999,593700,46.47,3.29,1,1,0,0,0.563,2025-04-05 13:54:56
4579,898868,24.8,5.12,0,0,1,0,0.2712,2025-06-18 13:54:56
2342,651034,39.19,0.75,0,1,1,0,0.5397,2025-04-28 13:54:56
9654,837953,8.75,1.79,1,0,0,1,0.4314,2025-05-20 13:54:56
2280,691574,48.32,0.03,0,1,0,1,0.5637,2025-07-23 13:54:56
2012,969033,78.72,4.32,0,0,1,1,0.626,2025-04-02 13:54:56
9282,311977,16.48,0.97,1,0,1,0,0.4942,2025-03-27 13:54:56
9793,257132,38.86,8.57,0,0,1,1,0.4561,2025-07-09 13:54:56
6376,995994,78.28,0.99,0,1,1,1,0.77,2025-04-09 13:54:56
8240,221887,63.57,3.68,0,0,1,0,0.5162,2025-02-27 13:54:56
4366,851743,11.54,1.25,0,0,1,1,0.3719,2025-03-24 13:54:56
9009,195360,42.56,2.52,1,1,1,0,0.6261,2025-04-12 13:54:56
8299,947976,19.25,3.95,1,1,1,0,0.559,2025-08-06 13:54:56
8430,238354,83.88,4.49,1,0,0,0,0.4932,2025-04-11 13:54:56
7807,578988,30.37,1.63,0,1,1,0,0.4503,2025-03-29 13:54:56
1946,685942,43.23,7.13,1,0,1,1,0.5023,2025-04-24 13:54:56
6050,858415,32.27,0.71,1,1,1,1,0.6583,2025-08-15 13:54:56
7488,366818,76.43,5.48,1,0,0,1,0.5596,2025-08-20 13:54:56
4571,706404,56.31,1.5,0,1,1,1,0.6741,2025-08-02 13:54:56
1743,544279,36.96,6.04,1,1,1,1,0.5498,2025-05-24 13:54:56
2045,667452,64.72,3.0,1,0,0,1,0.5816,2025-08-05 13:54:56
2131,595003,40.9,4.63,1,0,0,1,0.464,2025-08-12 13:54:56
5704,528729,67.21,2.57,0,1,1,1,0.6834,2025-07-05 13:54:56
3219,903029,48.65,1.72,1,1,1,0,0.6452,2025-03-09 13:54:56
7888,492651,72.86,4.58,1,1,0,1,0.7581,2025-05-15 13:54:56
8349,495834,36.37,5.62,0,1,1,1,0.4321,2025-05-16 13:54:56
2315,815895,50.03,0.59,1,0,1,0,0.6481,2025-03-04 13:54:56
9836,239450,75.44,1.54,0,0,1,0,0.5936,2025-03-06 13:54:56
6698,224396,24.46,0.83,1,1,1,1,0.7172,2025-07-06 13:54:56
9803,512152,67.34,0.19,0,1,1,1,0.7302,2025-04-07 13:54:56
3087,863215,40.07,1.84,1,1,1,1,0.6735,2025-06-24 13:54:56
1057,892912,51.81,4.47,1,1,1,0,0.648,2025-08-15 13:54:56
5889,585495,42.86,3.58,1,0,0,1,0.5269,2025-03-01 13:54:56
9921,544731,46.3,6.05,1,1,1,0,0.6414,2025-04-06 13:54:56
7215,963356,63.09,0.97,1,1,1,1,0.8693,2025-06-23 13:54:56
5056,583001,87.33,0.75,0,1,1,0,0.7542,2025-05-24 13:54:56
3542,389040,25.74,2.92,1,1,1,1,0.6682,2025-07-03 13:54:56
2849,133783,35.45,3.31,1,1,0,1,0.5482,2025-03-04 13:54:56
7869,744794,29.48,3.67,1,1,0,1,0.4859,2025-08-16 13:54:56
4944,316093,49.83,1.86,1,0,0,0,0.5392,2025-08-03 13:54:56
2654,722796,53.9,0.43,1,1,1,1,0.8303,2025-08-12 13:54:56
8315,726823,11.52,0.22,1,0,0,1,0.4488,2025-03-01 13:54:56
1798,356623,38.77,1.98,1,1,1,1,0.7836,2025-08-09 13:54:56
7591,560286,77.0,1.83,0,1,1,1,0.7436,2025-06-22 13:54:56
9844,327824,66.09,1.75,1,0,0,1,0.6783,2025-08-06 13:54:56
3296,628374,40.11,2.77,1,1,1,0,0.6359,2025-06-07 13:54:56
4837,955414,47.8,1.29,1,1,0,0,0.6721,2025-03-26 13:54:56
6225,705527,45.57,0.46,0,1,1,0,0.6092,2025-03-20 13:54:56
6254,348412,22.29,3.21,0,1,0,0,0.2828,2025-06-04 13:54:56
3348,792283,45.57,6.13,1,1,1,0,0.6085,2025-04-09 13:54:56
4622,533650,12.35,3.48,1,1,0,1,0.438,2025-06-05 13:54:56
5509,163919,34.42,2.81,1,0,1,0,0.6065,2025-03-31 13:54:56
3870,756402,48.86,0.3,1,1,1,1,0.7524,2025-02-28 13:54:56
8000,682852,80.52,0.35,1,1,0,1,0.78,2025-04-16 13:54:56
1769,461146,46.52,7.01,1,1,1,1,0.7202,2025-03-09 13:54:56
7245,923976,25.29,1.95,1,0,1,0,0.521,2025-04-08 13:54:56
6223,830133,68.8,0.38,0,0,1,0,0.5983,2025-05-06 13:54:56
7689,256467,35.66,1.64,1,0,1,1,0.6374,2025-06-05 13:54:56
7168,292812,83.58,2.77,1,1,1,0,0.9194,2025-04-05 13:54:56
8759,352674,69.34,0.12,1,1,1,1,0.947,2025-06-24 13:54:56
5928,999198,67.98,4.83,0,1,1,0,0.6083,2025-07-15 13:54:56
8587,160424,46.29,10.41,0,1,1,1,0.4333,2025-03-30 13:54:56
7762,536741,47.67,3.12,1,1,0,1,0.7444,2025-03-31 13:54:56
9684,240607,63.55,3.3,1,1,1,0,0.7297,2025-05-13 13:54:56
4979,367383,51.99,3.52,0,0,1,1,0.4664,2025-06-29 13:54:56
6412,778121,32.8,0.34,0,1,1,1,0.5794,2025-07-31 13:54:56
8370,988284,79.21,2.13,0,1,1,1,0.6995,2025-05-18 13:54:56
2515,661655,10.09,2.42,1,0,1,0,0.4074,2025-07-03 13:54:56
1845,381503,47.82,1.34,1,0,1,1,0.639,2025-05-16 13:54:56
1648,176320,2.8,0.24,1,0,0,1,0.4007,2025-07-03 13:54:56
4556,602682,24.02,4.77,1,1,1,1,0.588,2025-06-28 13:54:56
6456,417916,78.57,4.55,0,1,1,0,0.6707,2025-08-17 13:54:56
4471,299255,35.3,9.12,1,1,0,0,0.4128,2025-07-21 13:54:56
8847,354378,51.05,4.34,1,0,1,1,0.5395,2025-02-23 13:54:56
4351,515899,54.78,0.98,1,1,0,1,0.7115,2025-06-20 13:54:56
6270,913186,8.81,5.26,0,1,0,0,0.206,2025-06-09 13:54:56
7237,588900,15.48,2.52,1,0,1,1,0.4191,2025-04-06 13:54:56
6887,423405,82.03,3.14,1,1,1,1,0.8648,2025-06-15 13:54:56
6893,637728,26.34,2.56,1,1,1,1,0.6342,2025-04-15 13:54:56
8636,203399,65.02,2.84,1,1,1,0,0.8246,2025-04-22 13:54:56
6247,312995,17.76,4.15,0,1,1,0,0.3783,2025-05-18 13:54:56
6127,534038,10.3,0.9,1,0,1,1,0.5037,2025-08-09 13:54:56
4626,877260,17.81,4.92,1,0,0,1,0.2257,2025-07-14 13:54:56
1266,373442,81.71,4.91,1,1,1,1,0.9381,2025-04-01 13:54:56
7842,409532,29.78,0.34,1,0,1,1,0.6194,2025-07-12 13:54:56
4215,445889,7.05,0.21,0,1,1,1,0.609,2025-06-23 13:54:56
7224,697468,32.34,0.02,1,1,1,1,0.7042,2025-06-19 13:54:56
9181,677391,26.48,2.02,0,1,1,1,0.5034,2025-03-06 13:54:56
6531,369827,40.31,0.41,1,1,1,1,0.6854,2025-04-17 13:54:56
9038,583215,56.19,10.25,1,0,0,1,0.3582,2025-07-08 13:54:56
6771,277488,36.77,2.02,1,1,1,1,0.6788,2025-07-16 13:54:56
9955,612037,67.69,4.47,1,0,1,1,0.6943,2025-07-04 13:54:56
9883,772986,53.2,1.34,1,1,1,1,0.7402,2025-08-05 13:54:56
9585,135467,50.44,4.93,1,1,1,1,0.7147,2025-08-01 13:54:56
1795,901468,81.93,0.73,1,1,1,1,0.8504,2025-08-19 13:54:56
7757,244171,20.5,4.53,0,0,1,1,0.3396,2025-03-12 13:54:56
4792,171270,35.14,6.56,1,1,1,0,0.4412,2025-07-13 13:54:56
1150,329345,30.82,0.77,1,0,0,0,0.4727,2025-04-13 13:54:56
8472,491330,39.19,4.34,0,1,1,0,0.4683,2025-08-05 13:54:56
8917,791310,35.44,1.64,1,0,1,1,0.6166,2025-04-18 13:54:56
1258,106934,40.37,1.79,0,1,0,1,0.4101,2025-04-06 13:54:56
7740,112427,29.35,2.77,1,1,1,0,0.6348,2025-08-16 13:54:56
9674,857274,43.75,0.8,1,1,1,1,0.7955,2025-06-11 13:54:56
9778,400615,85.87,5.47,1,1,1,0,0.7651,2025-08-16 13:54:56
9229,952658,25.69,3.93,0,1,1,1,0.4452,2025-02-23 13:54:56
8055,945329,44.15,8.45,0,1,0,1,0.3955,2025-07-06 13:54:56
2754,200993,84.75,0.46,1,1,1,1,0.9668,2025-04-08 13:54:56
3440,352675,86.63,1.62,0,0,1,1,0.6489,2025-07-02 13:54:56
9626,364680,28.23,3.21,1,0,0,0,0.4226,2025-05-22 13:54:56
5380,933552,15.67,1.8,0,0,1,0,0.3368,2025-05-11 13:54:56
2295,491173,39.61,0.15,1,1,1,1,0.6834,2025-05-09 13:54:56
8521,692448,34.69,1.54,1,0,1,0,0.4899,2025-06-19 13:54:56
4701,414547,23.79,2.74,0,0,1,0,0.3992,2025-02-26 13:54:56
2321,785492,59.31,1.44,1,1,1,0,0.8658,2025-03-07 13:54:56
1520,198043,61.94,4.56,1,1,1,1,0.7574,2025-05-09 13:54:56
7214,495491,28.49,2.07,0,1,0,1,0.4429,2025-04-01 13:54:56
8799,158841,5.04,2.36,1,0,1,1,0.5045,2025-03-10 13:54:56
1155,836987,39.39,8.31,0,0,1,0,0.2982,2025-07-08 13:54:56
2355,624140,25.41,1.35,1,1,1,1,0.6366,2025-05-01 13:54:56
6428,693344,7.65,1.12,0,1,0,1,0.3872,2025-07-27 13:54:56
9654,144619,70.35,4.58,1,0,1,0,0.719,2025-06-23 13:54:56
4464,825917,26.26,1.48,0,1,1,0,0.5235,2025-03-28 13:54:56
8791,384264,55.3,6.32,0,1,0,1,0.3879,2025-08-09 13:54:56
2219,817676,70.9,7.35,1,1,1,1,0.698,2025-06-10 13:54:56
9898,690883,41.06,0.88,0,0,1,0,0.5066,2025-03-05 13:54:56
1540,288067,63.08,2.88,1,1,1,1,0.7262,2025-06-01 13:54:56
1257,317222,23.88,4.9,1,1,1,1,0.6287,2025-03-23 13:54:56
3363,888796,38.36,2.31,0,1,1,0,0.5146,2025-05-11 13:54:56
2261,413815,79.73,6.64,1,1,1,1,0.7973,2025-07-10 13:54:56
4940,694224,50.44,2.14,0,1,1,1,0.5519,2025-05-13 13:54:56
9857,447844,29.53,0.74,1,1,1,1,0.7229,2025-05-14 13:54:56
3293,928898,68.94,3.73,1,0,1,1,0.7198,2025-02-25 13:54:56
2285,625120,22.52,2.94,1,1,0,1,0.5372,2025-05-24 13:54:56
1880,202431,6.61,1.8,0,0,1,1,0.308,2025-05-01 13:54:56
4804,979415,21.5,1.95,1,1,1,1,0.6682,2025-08-01 13:54:56
6581,734566,54.54,1.68,1,1,1,1,0.8012,2025-03-16 13:54:56
7500,911132,68.05,3.38,1,0,1,1,0.7974,2025-05-29 13:54:56
1486,764927,13.27,4.84,1,1,0,1,0.4951,2025-06-12 13:54:56
8382,614436,39.89,1.99,0,0,1,1,0.4451,2025-06-23 13:54:56
6830,679903,22.14,0.37,1,1,1,1,0.6015,2025-05-16 13:54:56
8076,294761,78.7,5.19,0,1,1,0,0.6578,2025-02-27 13:54:56
7228,189857,33.15,3.54,0,1,0,1,0.4214,2025-03-15 13:54:56
5840,936822,50.18,4.56,1,1,0,1,0.6978,2025-06-18 13:54:56
2205,186024,59.99,0.55,1,1,0,0,0.6318,2025-06-13 13:54:56
3527,498459,65.31,5.33,1,0,1,1,0.6733,2025-03-11 13:54:56
3528,875585,68.64,4.66,1,0,1,1,0.6603,2025-05-13 13:54:56
6189,478222,53.47,3.51,1,1,1,1,0.8294,2025-07-24 13:54:56
2500,105448,45.08,2.47,1,0,1,0,0.7384,2025-06-03 13:54:56
8287,477401,92.97,1.6,1,0,1,0,0.7827,2025-06-12 13:54:56
2675,238944,58.13,1.34,1,1,1,0,0.7971,2025-07-29 13:54:56
4071,551915,65.1,0.73,1,1,1,1,0.8117,2025-04-28 13:54:56
9396,527866,62.07,2.98,1,0,1,1,0.649,2025-07-25 13:54:56
1431,193973,68.73,3.35,1,1,1,1,0.8359,2025-05-22 13:54:56
2525,725921,26.6,2.13,0,1,0,1,0.4357,2025-03-20 13:54:56
6316,503952,34.0,0.46,1,1,1,1,0.6223,2025-08-17 13:54:56
5782,533912,18.4,8.03,0,1,1,1,0.3255,2025-05-13 13:54:56
2388,860054,76.97,0.86,1,0,0,1,0.674,2025-03-30 13:54:56
4978,699744,60.78,1.81,0,0,1,1,0.5637,2025-04-09 13:54:56
3779,818606,62.06,6.94,1,0,1,1,0.6463,2025-05-15 13:54:56
3778,245585,38.65,4.98,1,0,0,1,0.4843,2025-06-13 13:54:56
5934,381445,74.31,2.94,1,1,1,0,0.8121,2025-04-16 13:54:56
3391,166341,41.64,4.9,1,0,1,0,0.5694,2025-07-09 13:54:56
8122,389367,41.89,5.94,1,1,1,0,0.5621,2025-05-05 13:54:56
5912,607754,83.51,0.3,1,1,1,1,0.9917,2025-08-01 13:54:56
6917,363927,46.7,0.46,1,0,1,1,0.7441,2025-06-18 13:54:56
9124,722652,33.98,2.48,1,0,1,0,0.4966,2025-03-16 13:54:56
4204,580103,31.47,3.77,0,0,1,0,0.2941,2025-07-24 13:54:56
3220,419458,23.02,1.95,1,0,1,0,0.4974,2025-08-19 13:54:56
7484,448355,72.67,0.19,1,1,1,1,0.9155,2025-03-15 13:54:56
7225,943136,7.09,1.49,1,1,1,1,0.5408,2025-05-28 13:54:56
8213,450997,41.65,8.61,0,0,1,1,0.4441,2025-05-02 13:54:56
3231,415030,68.54,6.15,1,0,1,0,0.6089,2025-05-30 13:54:56
4291,602279,62.16,4.7,1,0,1,1,0.7236,2025-06-01 13:54:56
3911,517585,66.62,8.04,1,0,1,0,0.5826,2025-05-31 13:54:56
5776,870572,72.88,7.34,1,0,1,1,0.6812,2025-02-24 13:54:56
9045,703854,24.4,4.32,0,1,1,1,0.4645,2025-06-19 13:54:56
6340,494323,39.32,2.07,1,1,1,0,0.6393,2025-06-10 13:54:56
7438,482747,53.47,1.21,0,0,1,0,0.4044,2025-07-22 13:54:56
4274,720996,57.36,1.61,1,1,1,1,0.774,2025-04-03 13:54:56
3948,814828,40.81,5.32,1,0,1,1,0.5537,2025-04-02 13:54:56
1441,862539,26.21,5.81,1,1,1,1,0.5697,2025-04-24 13:54:56
4435,559754,36.67,1.85,0,1,0,1,0.4763,2025-06-07 13:54:56
2134,958748,47.9,2.63,0,0,0,0,0.3586,2025-05-08 13:54:56
9181,245940,24.73,4.35,1,0,1,1,0.5292,2025-03-11 13:54:56
5962,353778,19.0,1.07,0,0,1,0,0.3297,2025-06-17 13:54:56
3526,849980,63.92,5.16,1,0,1,1,0.6836,2025-05-04 13:54:56
7177,177559,41.42,3.31,0,0,0,0,0.2645,2025-04-28 13:54:56
8852,710528,63.01,3.04,0,1,1,1,0.6064,2025-05-10 13:54:56
9756,631222,30.14,1.44,1,1,1,0,0.6198,2025-02-24 13:54:56
7854,670054,73.09,3.65,1,1,1,1,0.7698,2025-08-11 13:54:56
6891,835717,14.43,3.16,0,0,0,1,0.2208,2025-04-05 13:54:56
2393,214683,86.05,4.33,0,0,1,0,0.5192,2025-06-18 13:54:56
6817,274419,86.59,6.99,1,0,1,1,0.7706,2025-03-08 13:54:56
1726,690580,34.49,1.11,1,1,1,0,0.6504,2025-03-08 13:54:56
